configurations: 4 board sizes x 5 algorithms x 3 tsp objectives
Completed: greedy on 3x3x3 board (Seed: 0)
Completed: greedy on 3x3x3 board (Seed: 0)
Completed: greedy on 3x3x3 board (Seed: 0)
Completed: exact_solver on 3x3x3 board (Seed: 0)
Completed: exact_solver on 3x3x3 board (Seed: 0)
Completed: exact_solver on 3x3x3 board (Seed: 0)
Completed: global_sat on 3x3x3 board (Seed: 0)
Completed: global_sat on 3x3x3 board (Seed: 0)
Completed: global_sat on 3x3x3 board (Seed: 0)
Completed: partitioned_sat on 3x3x3 board (Seed: 0)
Completed: partitioned_sat on 3x3x3 board (Seed: 0)
Completed: partitioned_sat on 3x3x3 board (Seed: 0)
Completed: scip_solver on 3x3x3 board (Seed: 0)
Completed: scip_solver on 3x3x3 board (Seed: 0)
Completed: scip_solver on 3x3x3 board (Seed: 0)
Completed: greedy on 3x3x3 board (Seed: 1)
Completed: greedy on 3x3x3 board (Seed: 1)
Completed: greedy on 3x3x3 board (Seed: 1)
Completed: exact_solver on 3x3x3 board (Seed: 1)
Completed: exact_solver on 3x3x3 board (Seed: 1)
Completed: exact_solver on 3x3x3 board (Seed: 1)
Completed: global_sat on 3x3x3 board (Seed: 1)
Completed: global_sat on 3x3x3 board (Seed: 1)
Completed: global_sat on 3x3x3 board (Seed: 1)
Completed: partitioned_sat on 3x3x3 board (Seed: 1)
Completed: partitioned_sat on 3x3x3 board (Seed: 1)
Completed: partitioned_sat on 3x3x3 board (Seed: 1)
Completed: scip_solver on 3x3x3 board (Seed: 1)
Completed: scip_solver on 3x3x3 board (Seed: 1)
Completed: scip_solver on 3x3x3 board (Seed: 1)
Completed: greedy on 3x3x3 board (Seed: 2)
Completed: greedy on 3x3x3 board (Seed: 2)
Completed: greedy on 3x3x3 board (Seed: 2)
Completed: exact_solver on 3x3x3 board (Seed: 2)
Completed: exact_solver on 3x3x3 board (Seed: 2)
Completed: exact_solver on 3x3x3 board (Seed: 2)
Completed: global_sat on 3x3x3 board (Seed: 2)
Completed: global_sat on 3x3x3 board (Seed: 2)
